"","subject","sessionIndex","rep","H.period","DD.period.t","UD.period.t","H.t","DD.t.i","UD.t.i","H.i","DD.i.e","UD.i.e","H.e","DD.e.five","UD.e.five","H.five","DD.five.Shift.r","UD.five.Shift.r","H.Shift.r","DD.Shift.r.o","UD.Shift.r.o","H.o","DD.o.a","UD.o.a","H.a","DD.a.n","UD.a.n","H.n","DD.n.l","UD.n.l","H.l","DD.l.Return","UD.l.Return","H.Return"
"7177","s022",8,27,0.0491,0.3628,0.3137,0.056,0.3036,0.2476,0.0481,0.2025,0.1544,0.0684,0.2238,0.1554,0.0584,0.4831,0.4247,0.0547,0.368,0.3133,0.0536,0.2046,0.151,0.1407,0.1669,0.0262,0.0523,0.2803,0.228,0.056,0.3058,0.2498,0.0407
"7178","s022",8,28,0.0578,0.4971,0.4393,0.0565,0.3463,0.2898,0.0562,0.2415,0.1853,0.0821,0.3172,0.2351,0.0536,0.4867,0.4331,0.0515,0.3326,0.2811,0.0475,0.1922,0.1447,0.1204,0.1162,-0.0042,0.0628,0.3016,0.2388,0.0504,0.3205,0.2701,0.0518
"7180","s022",8,30,0.056,0.389,0.333,0.0536,0.3199,0.2663,0.0491,0.2687,0.2196,0.0726,0.3009,0.2283,0.0544,0.4791,0.4247,0.0552,0.3424,0.2872,0.0502,0.215,0.1648,0.1354,0.145,0.0096,0.0562,0.2958,0.2396,0.0507,0.3068,0.2561,0.0489
"7181","s022",8,31,0.0565,0.396,0.3395,0.052,0.2964,0.2444,0.0473,0.2421,0.1948,0.0763,0.279,0.2027,0.0573,0.4636,0.4063,0.0573,0.4081,0.3508,0.056,0.2311,0.1751,0.0742,0.1004,0.0262,0.0573,0.2753,0.218,0.0494,0.2966,0.2472,0.0496
"7184","s022",8,34,0.0636,0.3923,0.3287,0.0589,0.369,0.3101,0.0523,0.2539,0.2016,0.0679,0.3355,0.2676,0.0591,0.4804,0.4213,0.0589,0.3279,0.269,0.0591,0.2204,0.1613,0.1307,0.1421,0.0114,0.0655,0.2821,0.2166,0.0515,0.3686,0.3171,0.0531
"7185","s022",8,35,0.0552,0.3797,0.3245,0.0565,0.3423,0.2858,0.0502,0.2598,0.2096,0.0908,0.232,0.1412,0.0584,0.4327,0.3743,0.0518,0.3759,0.3241,0.0338,0.2197,0.1859,0.094,0.2147,0.1207,0.0634,0.3574,0.294,0.0512,0.4715,0.4203,0.056
"7187","s022",8,37,0.0573,0.4021,0.3448,0.0525,0.3101,0.2576,0.042,0.2742,0.2322,0.0681,0.3143,0.2462,0.0591,0.5413,0.4822,0.0547,0.3321,0.2774,0.0475,0.2257,0.1782,0.1,0.1156,0.0156,0.0576,0.2471,0.1895,0.0528,0.2936,0.2408,0.052
"7188","s022",8,38,0.0549,0.3834,0.3285,0.0528,0.3225,0.2697,0.0499,0.2244,0.1745,0.0744,0.291,0.2166,0.0602,0.4369,0.3767,0.0518,0.3533,0.3015,0.0652,0.2371,0.1719,0.0958,0.1349,0.0391,0.0634,0.2592,0.1958,0.0518,0.309,0.2572,0.0475
"7190","s022",8,40,0.0618,0.3911,0.3293,0.0597,0.3542,0.2945,0.0533,0.2615,0.2082,0.0631,0.2412,0.1781,0.0591,0.4991,0.44,0.0597,0.359,0.2993,0.0634,0.1917,0.1283,0.1156,0.1553,0.0397,0.0555,0.2471,0.1916,0.0473,0.3092,0.2619,0.051
"7192","s022",8,42,0.0568,0.376,0.3192,0.0565,0.2853,0.2288,0.051,0.198,0.147,0.0882,0.2853,0.1971,0.0536,0.4005,0.3469,0.0515,0.3329,0.2814,0.0491,0.1922,0.1431,0.1172,0.151,0.0338,0.0536,0.2549,0.2013,0.0518,0.2926,0.2408,0.0531
"7193","s022",8,43,0.0552,0.5502,0.495,0.0557,0.2887,0.233,0.0452,0.2358,0.1906,0.0739,0.337,0.2631,0.0552,0.4899,0.4347,0.0536,0.339,0.2854,0.0465,0.2142,0.1677,0.1143,0.1291,0.0148,0.051,0.2563,0.2053,0.047,0.3076,0.2606,0.0428
"7195","s022",8,45,0.0555,0.5022,0.4467,0.0586,0.3072,0.2486,0.0465,0.1758,0.1293,0.0755,0.2497,0.1742,0.0523,0.4237,0.3714,0.047,0.3297,0.2827,0.0568,0.1875,0.1307,0.1336,0.1405,0.0069,0.0615,0.2644,0.2029,0.052,0.3087,0.2567,0.0544
"7197","s022",8,47,0.0644,0.9095,0.8451,0.0565,0.4289,0.3724,0.0549,0.2885,0.2336,0.085,0.2961,0.2111,0.0533,0.4904,0.4371,0.0525,0.3721,0.3196,0.0549,0.2368,0.1819,0.1114,0.126,0.0146,0.0523,0.255,0.2027,0.0473,0.3404,0.2931,0.0541
"7502","s024",7,2,0.0879,0.1939,0.106,0.0489,0.1328,0.0839,0.0557,0.0821,0.0264,0.0597,0.6331,0.5734,0.0481,0.4363,0.3882,0.0668,0.2843,0.2175,0.0438,0.1141,0.0703,0.085,0.0874,0.0024,0.0452,0.1808,0.1356,0.0686,0.2706,0.202,0.0689
"7503","s024",7,3,0.09,0.1971,0.1071,0.0565,0.1265,0.07,0.057,0.0858,0.0288,0.0533,0.5639,0.5106,0.0549,0.3598,0.3049,0.047,0.259,0.212,0.0446,0.468,0.4234,0.0895,0.2402,0.1507,0.0652,0.2431,0.1779,0.0694,0.2474,0.178,0.07
"7504","s024",7,4,0.0892,0.195,0.1058,0.0613,0.1405,0.0792,0.0615,0.095,0.0335,0.0615,0.5758,0.5143,0.057,0.4316,0.3746,0.0618,0.5727,0.5109,0.061,0.212,0.151,0.0742,0.1102,0.036,0.0578,0.2293,0.1715,0.075,1.1149,1.0399,0.0721
"7505","s024",7,5,0.0713,0.2705,0.1992,0.0634,0.212,0.1486,0.0515,0.1178,0.0663,0.0581,0.5415,0.4834,0.0478,0.398,0.3502,0.0544,0.3392,0.2848,0.0473,0.1474,0.1001,0.0805,0.1017,0.0212,0.0628,0.1937,0.1309,0.081,0.2471,0.1661,0.0908
"7510","s024",7,10,0.076,0.1662,0.0902,0.0642,0.1576,0.0934,0.0557,0.1742,0.1185,0.0892,0.4568,0.3676,0.0528,0.425,0.3722,0.0599,0.3267,0.2668,0.0507,0.1469,0.0962,0.0937,0.1423,0.0486,0.0594,0.2204,0.161,0.085,0.2058,0.1208,0.0916
"7511","s024",7,11,0.0832,0.1494,0.0662,0.0528,0.2017,0.1489,0.0541,0.4471,0.393,0.1014,0.4386,0.3372,0.0589,0.5282,0.4693,0.056,0.2984,0.2424,0.0481,0.0975,0.0494,0.0832,0.1487,0.0655,0.0636,0.2064,0.1428,0.0792,0.2142,0.135,0.0842
"7515","s024",7,15,0.0847,0.1496,0.0649,0.0623,0.1526,0.0903,0.0531,0.0851,0.032,0.0684,0.5038,0.4354,0.051,0.367,0.316,0.052,0.3065,0.2545,0.0396,0.1371,0.0975,0.0763,0.1178,0.0415,0.0605,0.1866,0.1261,0.0774,0.2327,0.1553,0.0697
"7517","s024",7,17,0.0744,0.1432,0.0688,0.0671,0.1537,0.0866,0.056,0.1088,0.0528,0.0742,0.5202,0.446,0.0444,0.334,0.2896,0.0523,0.3057,0.2534,0.0462,0.1154,0.0692,0.0821,0.1183,0.0362,0.0689,0.1766,0.1077,0.0803,0.1987,0.1184,0.0834
"7519","s024",7,19,0.0837,0.1119,0.0282,0.057,0.171,0.114,0.0576,0.1017,0.0441,0.0729,0.4793,0.4064,0.0483,0.3725,0.3242,0.0541,0.2988,0.2447,0.0423,0.1195,0.0772,0.0795,0.1126,0.0331,0.0573,0.1726,0.1153,0.0795,0.1939,0.1144,0.0731
"7525","s024",7,25,0.075,0.2977,0.2227,0.0591,0.3204,0.2613,0.0573,0.2041,0.1468,0.0702,0.8191,0.7489,0.0444,0.3546,0.3102,0.0502,0.2643,0.2141,0.0357,0.2176,0.1819,0.0776,0.4819,0.4043,0.0639,0.2642,0.2003,0.0845,0.2805,0.196,0.0726
"7527","s024",7,27,0.0884,0.1823,0.0939,0.0613,0.1724,0.1111,0.0586,0.1038,0.0452,0.0676,0.5463,0.4787,0.0536,0.3522,0.2986,0.0544,0.2867,0.2323,0.0449,0.1445,0.0996,0.0927,0.1289,0.0362,0.0528,0.1729,0.1201,0.0803,0.2069,0.1266,0.0784
"7531","s024",7,31,0.0866,0.1728,0.0862,0.0415,0.1693,0.1278,0.0523,0.1085,0.0562,0.0576,0.7476,0.69,0.0444,0.3274,0.283,0.0507,0.2864,0.2357,0.0412,0.1015,0.0603,0.0869,0.1426,0.0557,0.0586,0.1966,0.138,0.071,0.2057,0.1347,0.0694
"7534","s024",7,34,0.0916,0.1451,0.0535,0.0565,0.1317,0.0752,0.0589,0.099,0.0401,0.0726,0.4914,0.4188,0.0515,0.3714,0.3199,0.0483,0.2629,0.2146,0.0544,0.1152,0.0608,0.0824,0.1213,0.0389,0.0602,0.1789,0.1187,0.0771,0.2514,0.1743,0.0905
"7535","s024",7,35,0.0826,0.258,0.1754,0.0602,0.2059,0.1457,0.0525,0.1019,0.0494,0.0623,0.5505,0.4882,0.0486,0.3754,0.3268,0.0489,0.2591,0.2102,0.0523,0.1495,0.0972,0.0797,0.1447,0.065,0.0478,0.7413,0.6935,0.065,0.3137,0.2487,0.0618
"7537","s024",7,37,0.0789,0.1778,0.0989,0.0528,0.1481,0.0953,0.0541,0.1177,0.0636,0.0668,0.4542,0.3874,0.0438,0.3568,0.313,0.0507,0.2587,0.208,0.051,0.1366,0.0856,0.0845,0.1358,0.0513,0.0573,0.1948,0.1375,0.0771,0.2356,0.1585,0.071
"7538","s024",7,38,0.0858,0.1591,0.0733,0.0613,0.1698,0.1085,0.0533,0.0834,0.0301,0.0768,0.499,0.4222,0.042,0.3513,0.3093,0.0465,0.2825,0.236,0.0357,0.0849,0.0492,0.0863,0.1544,0.0681,0.0615,0.1974,0.1359,0.0631,0.2424,0.1793,0.0739
"7539","s024",7,39,0.0869,0.3797,0.2928,0.0568,0.1568,0.1,0.0533,0.1175,0.0642,0.066,0.5299,0.4639,0.0404,0.3337,0.2933,0.0494,0.2806,0.2312,0.0486,0.1202,0.0716,0.0766,0.1147,0.0381,0.0541,0.1747,0.1206,0.0742,0.2195,0.1453,0.081
"7540","s024",7,40,0.0787,0.1763,0.0976,0.0623,0.1557,0.0934,0.0512,0.0771,0.0259,0.0718,0.5222,0.4504,0.0486,0.3633,0.3147,0.0549,0.2803,0.2254,0.0478,0.1223,0.0745,0.0784,0.1458,0.0674,0.0489,0.1946,0.1457,0.0776,0.229,0.1514,0.0626
"7551","s024",8,1,0.0623,0.4472,0.3849,0.0394,0.2083,0.1689,0.0565,0.703,0.6465,0.0623,0.7558,0.6935,0.0483,0.506,0.4577,0.0591,0.2476,0.1885,0.0457,0.1271,0.0814,0.0681,0.107,0.0389,0.056,0.1974,0.1414,0.0723,0.3121,0.2398,0.0776
"7552","s024",8,2,0.0713,0.1451,0.0738,0.0581,0.1835,0.1254,0.0531,0.1064,0.0533,0.0639,0.4732,0.4093,0.0584,0.4462,0.3878,0.0549,0.2632,0.2083,0.0504,0.1357,0.0853,0.0779,0.098,0.0201,0.0597,0.194,0.1343,0.0671,0.2251,0.158,0.0657
"7556","s024",8,6,0.0578,0.1548,0.097,0.0557,0.1576,0.1019,0.0512,0.0752,0.024,0.0549,0.479,0.4241,0.0391,0.3954,0.3563,0.0557,0.2938,0.2381,0.0428,0.1192,0.0764,0.0747,0.1136,0.0389,0.0512,0.1784,0.1272,0.0665,0.2084,0.1419,0.0742
"7557","s024",8,7,0.0628,0.1577,0.0949,0.0552,0.1898,0.1346,0.0449,0.0742,0.0293,0.0576,0.5144,0.4568,0.0454,0.3816,0.3362,0.051,0.2965,0.2455,0.047,0.1139,0.0669,0.0771,0.1136,0.0365,0.0613,0.1798,0.1185,0.0557,0.2174,0.1617,0.0737
"7559","s024",8,9,0.0665,0.1968,0.1303,0.057,0.1589,0.1019,0.0525,0.1061,0.0536,0.0536,0.4244,0.3708,0.0457,0.4026,0.3569,0.0597,0.2608,0.2011,0.033,0.1745,0.1415,0.0824,0.0835,0.0011,0.0578,0.185,0.1272,0.061,0.2037,0.1427,0.0758
"7560","s024",8,10,0.0734,0.1747,0.1013,0.0723,0.1945,0.1222,0.0454,0.1768,0.1314,0.0597,0.7149,0.6552,0.0375,0.3722,0.3347,0.0518,0.2733,0.2215,0.0481,0.1487,0.1006,0.0921,0.112,0.0199,0.0473,0.1774,0.1301,0.0684,0.2256,0.1572,0.0694
"7565","s024",8,15,0.0747,0.1596,0.0849,0.066,0.165,0.099,0.0512,0.1069,0.0557,0.0557,0.5183,0.4626,0.0544,0.3395,0.2851,0.0507,0.2806,0.2299,0.0333,0.1355,0.1022,0.0702,0.1077,0.0375,0.0613,0.1787,0.1174,0.0689,0.2374,0.1685,0.0713
"7575","s024",8,25,0.0692,0.11,0.0408,0.0568,0.1706,0.1138,0.0547,0.0846,0.0299,0.0634,0.4571,0.3937,0.056,0.3564,0.3004,0.0504,0.3011,0.2507,0.0467,0.1099,0.0632,0.0869,0.169,0.0821,0.0597,0.2133,0.1536,0.0642,0.2417,0.1775,0.066
"7579","s024",8,29,0.0686,0.115,0.0464,0.052,0.1811,0.1291,0.0586,0.1003,0.0417,0.0555,0.4563,0.4008,0.0491,0.3377,0.2886,0.0465,0.273,0.2265,0.0441,0.174,0.1299,0.0826,0.1368,0.0542,0.0335,0.1815,0.148,0.0779,0.2599,0.182,0.062
"7583","s024",8,33,0.0826,0.1343,0.0517,0.0504,0.1154,0.065,0.0568,0.0933,0.0365,0.0634,0.4215,0.3581,0.0562,0.3756,0.3194,0.0465,0.2809,0.2344,0.0465,0.1073,0.0608,0.0879,0.1431,0.0552,0.0599,0.219,0.1591,0.0723,0.2569,0.1846,0.0615
"7584","s024",8,34,0.0816,0.1235,0.0419,0.0562,0.1251,0.0689,0.0628,0.0829,0.0201,0.0697,0.4753,0.4056,0.0591,0.4233,0.3642,0.0436,0.3756,0.332,0.0473,0.1862,0.1389,0.0805,0.1315,0.051,0.0515,0.2111,0.1596,0.07,0.2446,0.1746,0.0557
"7586","s024",8,36,0.0771,0.1493,0.0722,0.0491,0.1098,0.0607,0.0552,0.08,0.0248,0.062,0.4177,0.3557,0.0467,0.3445,0.2978,0.0518,0.259,0.2072,0.0425,0.1255,0.083,0.0855,0.1196,0.0341,0.0673,0.2116,0.1443,0.062,0.2654,0.2034,0.0715
"7589","s024",8,39,0.0713,0.1214,0.0501,0.0541,0.1267,0.0726,0.0555,0.093,0.0375,0.0673,0.4879,0.4206,0.0533,0.3561,0.3028,0.0499,0.2792,0.2293,0.0328,0.1012,0.0684,0.0824,0.1136,0.0312,0.0599,0.194,0.1341,0.071,0.2139,0.1429,0.0813
"7595","s024",8,45,0.0689,0.1783,0.1094,0.051,0.1038,0.0528,0.0528,0.1323,0.0795,0.0673,0.6497,0.5824,0.0523,0.3654,0.3131,0.0473,0.3036,0.2563,0.0449,0.1323,0.0874,0.0903,0.1078,0.0175,0.0589,0.2083,0.1494,0.0636,0.2366,0.173,0.0718
"7596","s024",8,46,0.0776,0.6578,0.5802,0.0486,0.2299,0.1813,0.0396,0.1465,0.1069,0.0518,0.4286,0.3768,0.0436,0.502,0.4584,0.0547,0.3434,0.2887,0.0436,0.1171,0.0735,0.0739,0.1165,0.0426,0.052,0.1816,0.1296,0.0673,0.2152,0.1479,0.0708
"7951","s025",8,1,0.1644,0.2158,0.0514,0.0713,0.1122,0.0409,0.0871,0.1589,0.0718,0.1101,0.5999,0.4898,0.0834,0.4281,0.3447,0.0489,0.3619,0.313,0.0987,0.1569,0.0582,0.0779,0.1587,0.0808,0.0734,0.2011,0.1277,0.0874,0.9763,0.8889,0.1159
"7953","s025",8,3,0.1568,0.166,0.0092,0.0702,0.1636,0.0934,0.0586,0.0977,0.0391,0.0979,0.6497,0.5518,0.0734,0.5203,0.4469,0.0938,0.1912,0.0974,0.0766,0.1134,0.0368,0.0673,0.1072,0.0399,0.0832,0.1798,0.0966,0.104,0.6111,0.5071,0.0866
"7956","s025",8,6,0.1241,0.1399,0.0158,0.0676,0.1365,0.0689,0.0895,0.1257,0.0362,0.0887,0.6468,0.5581,0.1059,0.5243,0.4184,0.0971,0.2779,0.1808,0.0961,0.1674,0.0713,0.0201,0.1125,0.0924,0.0776,0.1734,0.0958,0.0874,0.4749,0.3875,0.0958
"7958","s025",8,8,0.1029,0.1495,0.0466,0.0615,0.1148,0.0533,0.0771,0.1244,0.0473,0.0837,1.0458,0.9621,0.0705,0.3189,0.2484,0.0805,0.1784,0.0979,0.0824,0.1342,0.0518,0.0824,0.1342,0.0518,0.0615,0.1473,0.0858,0.1101,0.5422,0.4321,0.1066
"7959","s025",8,9,0.1262,0.1567,0.0305,0.0718,0.136,0.0642,0.0874,0.1228,0.0354,0.0853,0.5207,0.4354,0.0681,0.3466,0.2785,0.0761,0.1693,0.0932,0.0818,0.1157,0.0339,0.0824,0.1023,0.0199,0.0755,0.1592,0.0837,0.0953,0.5472,0.4519,0.0803
"7960","s025",8,10,0.1175,0.162,0.0445,0.0697,0.1763,0.1066,0.0636,0.1003,0.0367,0.0842,0.6138,0.5296,0.0752,0.3434,0.2682,0.0787,0.1637,0.085,0.0861,0.1348,0.0487,0.0718,0.0909,0.0191,0.0866,0.1671,0.0805,0.0966,0.4435,0.3469,0.1037
"7961","s025",8,11,0.1233,0.1378,0.0145,0.0721,0.1584,0.0863,0.0702,0.1061,0.0359,0.1053,0.5769,0.4716,0.0779,0.3889,0.311,0.0961,0.1946,0.0985,0.0855,0.1141,0.0286,0.0763,0.0956,0.0193,0.0821,0.156,0.0739,0.1019,0.4992,0.3973,0.1027
"7962","s025",8,12,0.1204,0.1449,0.0245,0.0726,0.1412,0.0686,0.0702,0.1056,0.0354,0.0892,0.4681,0.3789,0.0789,0.3735,0.2946,0.0726,0.1663,0.0937,0.0913,0.1249,0.0336,0.1159,0.1181,0.0022,0.0813,0.1536,0.0723,0.1003,0.6018,0.5015,0.0277
"7964","s025",8,14,0.0953,0.1464,0.0511,0.0808,0.2014,0.1206,0.0776,0.1257,0.0481,0.071,0.5457,0.4747,0.0853,0.3527,0.2674,0.0732,0.1769,0.1037,0.0776,0.1057,0.0281,0.0858,0.1046,0.0188,0.0855,0.1647,0.0792,0.0974,0.5483,0.4509,0.0969
"7965","s025",8,15,0.1093,0.1776,0.0683,0.081,0.2388,0.1578,0.0721,0.146,0.0739,0.0869,0.6754,0.5885,0.0839,0.3809,0.297,0.084,0.1825,0.0985,0.076,0.1159,0.0399,0.1001,0.0964,-0.0037,0.0927,0.1682,0.0755,0.1024,0.5572,0.4548,0.0921
"7968","s025",8,18,0.0956,0.1428,0.0472,0.0684,0.1473,0.0789,0.0607,0.1008,0.0401,0.0784,0.4734,0.395,0.0686,0.3391,0.2705,0.0734,0.1613,0.0879,0.0639,0.1112,0.0473,0.0908,0.0837,-0.0071,0.0869,0.164,0.0771,0.1035,0.4932,0.3897,0.0924
"7969","s025",8,19,0.1003,0.1477,0.0474,0.0686,0.1264,0.0578,0.0652,0.109,0.0438,0.0789,0.5093,0.4304,0.0768,0.3159,0.2391,0.0787,0.1534,0.0747,0.0821,0.1218,0.0397,0.0887,0.0999,0.0112,0.0784,0.1438,0.0654,0.1019,0.5169,0.415,0.0895
"7974","s025",8,24,0.1048,0.1536,0.0488,0.0705,0.1244,0.0539,0.0758,0.108,0.0322,0.0903,0.4597,0.3694,0.0824,0.3189,0.2365,0.0964,0.1595,0.0631,0.0734,0.112,0.0386,0.0937,0.0908,-0.0029,0.0845,0.1663,0.0818,0.0916,0.5327,0.4411,0.1053
"7977","s025",8,27,0.1003,0.1723,0.072,0.0605,0.1349,0.0744,0.0697,0.1075,0.0378,0.0766,0.3613,0.2847,0.0763,0.3057,0.2294,0.0869,0.1503,0.0634,0.0816,0.116,0.0344,0.0877,0.0845,-0.0032,0.0848,0.1571,0.0723,0.0929,0.5161,0.4232,0.0948
"7978","s025",8,28,0.1016,0.1168,0.0152,0.0731,0.1428,0.0697,0.075,0.1136,0.0386,0.0737,0.584,0.5103,0.0771,0.2975,0.2204,0.088,0.1522,0.0642,0.0776,0.1162,0.0386,0.0861,0.0824,-0.0037,0.0853,0.1645,0.0792,0.0937,0.9314,0.8377,0.1193
"7980","s025",8,30,0.1217,0.1905,0.0688,0.0723,0.1175,0.0452,0.0721,0.1194,0.0473,0.0971,0.4578,0.3607,0.081,0.3402,0.2592,0.0768,0.1671,0.0903,0.0544,0.0772,0.0228,0.07,0.1078,0.0378,0.0879,0.1665,0.0786,0.0974,0.5171,0.4197,0.1016
"7981","s025",8,31,0.1111,0.1124,0.0013,0.0771,0.1529,0.0758,0.0684,0.1006,0.0322,0.0766,0.4883,0.4117,0.094,0.3401,0.2461,0.088,0.154,0.066,0.0797,0.1289,0.0492,0.0766,0.0962,0.0196,0.0858,0.1742,0.0884,0.095,0.7224,0.6274,0.1003
"7982","s025",8,32,0.1109,0.1341,0.0232,0.0718,0.1718,0.1,0.0607,0.0927,0.032,0.0853,0.4191,0.3338,0.0834,0.2843,0.2009,0.0853,0.1334,0.0481,0.0905,0.112,0.0215,0.0715,0.0937,0.0222,0.09,0.1747,0.0847,0.1037,0.5796,0.4759,0.1101
"7984","s025",8,34,0.1148,0.125,0.0102,0.0718,0.1299,0.0581,0.0729,0.1057,0.0328,0.0932,0.3748,0.2816,0.0861,0.324,0.2379,0.083,0.163,0.08,0.0803,0.096,0.0157,0.066,0.0983,0.0323,0.095,0.1731,0.0781,0.108,0.547,0.439,0.0913
"7987","s025",8,37,0.1111,0.1065,-0.0046,0.0695,0.1516,0.0821,0.0702,0.1074,0.0372,0.0839,0.4692,0.3853,0.0715,0.354,0.2825,0.0742,0.1964,0.1222,0.0684,0.0812,0.0128,0.0829,0.1175,0.0346,0.0908,0.1681,0.0773,0.0974,0.5203,0.4229,0.0845
"7988","s025",8,38,0.1006,0.2005,0.0999,0.0673,0.1074,0.0401,0.0655,0.1194,0.0539,0.0882,0.502,0.4138,0.075,0.2957,0.2207,0.0842,0.146,0.0618,0.0784,0.1083,0.0299,0.0787,0.088,0.0093,0.0808,0.1325,0.0517,0.0995,0.5248,0.4253,0.1061
"7989","s025",8,39,0.0958,0.1517,0.0559,0.0642,0.1173,0.0531,0.0694,0.1037,0.0343,0.0842,0.4908,0.4066,0.0737,0.3308,0.2571,0.0769,0.1384,0.0615,0.0803,0.1348,0.0545,0.0793,0.0703,-0.009,0.0864,0.1571,0.0707,0.0964,0.5053,0.4089,0.1045
"7990","s025",8,40,0.1103,0.1538,0.0435,0.0647,0.1378,0.0731,0.0708,0.1004,0.0296,0.076,0.413,0.337,0.0752,0.322,0.2468,0.0805,0.1679,0.0874,0.0898,0.1287,0.0389,0.0866,0.0853,-0.0013,0.0821,0.1497,0.0676,0.0956,0.4639,0.3683,0.0974
"7994","s025",8,44,0.1106,0.6449,0.5343,0.0731,0.1826,0.1095,0.0742,0.0998,0.0256,0.0929,0.4974,0.4045,0.0839,0.47,0.3861,0.1064,0.2759,0.1695,0.0948,0.1274,0.0326,0.0652,0.1009,0.0357,0.095,0.1607,0.0657,0.0942,0.5445,0.4503,0.0523
"7995","s025",8,45,0.1407,0.2507,0.11,0.1085,0.1574,0.0489,0.0713,0.1238,0.0525,0.0737,0.4489,0.3752,0.0842,0.3387,0.2545,0.0872,0.1543,0.0671,0.0961,0.14,0.0439,0.0771,0.075,-0.0021,0.0948,0.1668,0.072,0.1037,0.5118,0.4081,0.1175
"7997","s025",8,47,0.0934,0.1556,0.0622,0.071,0.1233,0.0523,0.0676,0.1267,0.0591,0.0816,0.4772,0.3956,0.08,0.4186,0.3386,0.0772,0.1867,0.1095,0.0763,0.1447,0.0684,0.0827,0.0803,-0.0024,0.0877,0.1735,0.0858,0.0966,0.4622,0.3656,0.1093
"7998","s025",8,48,0.1338,0.2675,0.1337,0.0737,0.1315,0.0578,0.0739,0.1336,0.0597,0.0932,0.7587,0.6655,0.0789,0.9525,0.8736,0.0966,0.5658,0.4692,0.1077,0.1727,0.065,0.0541,0.1091,0.055,0.0692,0.1653,0.0961,0.0927,0.6412,0.5485,0.1373
"8302","s026",7,2,0.0858,0.2124,0.1266,0.0737,0.198,0.1243,0.0623,0.1478,0.0855,0.0784,0.1995,0.1211,0.0755,0.3698,0.2943,0.0816,0.2025,0.1209,0.0842,0.1505,0.0663,0.0792,0.1062,0.027,0.0787,0.1771,0.0984,0.1003,0.5781,0.4778,0.1056
"8303","s026",7,3,0.0882,0.1945,0.1063,0.0781,0.1072,0.0291,0.0792,0.1204,0.0412,0.0882,0.2054,0.1172,0.0676,0.3142,0.2466,0.0853,0.1977,0.1124,0.0744,0.146,0.0716,0.0839,0.0853,0.0014,0.0636,0.1594,0.0958,0.1093,0.8863,0.777,0.0887
"8305","s026",7,5,0.0927,0.252,0.1593,0.0781,0.1444,0.0663,0.089,0.1199,0.0309,0.0974,0.1929,0.0955,0.075,0.3506,0.2756,0.0848,0.1793,0.0945,0.0887,0.1535,0.0648,0.0834,0.0898,0.0064,0.0795,0.1618,0.0823,0.1167,0.2541,0.1374,0.0985
"8306","s026",7,6,0.0821,0.224,0.1419,0.0673,0.1241,0.0568,0.0805,0.1188,0.0383,0.0853,0.1821,0.0968,0.0697,0.3448,0.2751,0.0832,0.1864,0.1032,0.0869,0.1466,0.0597,0.0871,0.108,0.0209,0.0623,0.1312,0.0689,0.1072,0.2353,0.1281,0.1006
"8307","s026",7,7,0.0808,0.2282,0.1474,0.076,0.1296,0.0536,0.0884,0.1212,0.0328,0.0832,0.1927,0.1095,0.0718,0.3567,0.2849,0.0787,0.1941,0.1154,0.0858,0.1537,0.0679,0.0839,0.1011,0.0172,0.0816,0.1576,0.076,0.0971,0.2276,0.1305,0.0932
"8308","s026",7,8,0.0816,0.2349,0.1533,0.0731,0.1636,0.0905,0.066,0.1518,0.0858,0.0808,0.1623,0.0815,0.0729,0.2994,0.2265,0.0774,0.1637,0.0863,0.09,0.1421,0.0521,0.0805,0.0956,0.0151,0.0781,0.1319,0.0538,0.0982,0.2285,0.1303,0.0829
"8309","s026",7,9,0.0731,0.3852,0.3121,0.0747,0.1885,0.1138,0.0818,0.1222,0.0404,0.0892,0.1874,0.0982,0.0729,0.3313,0.2584,0.0758,0.1632,0.0874,0.0758,0.1361,0.0603,0.0919,0.0962,0.0043,0.0697,0.1357,0.066,0.1037,0.2189,0.1152,0.0942
"8310","s026",7,10,0.0752,0.2411,0.1659,0.0789,0.1154,0.0365,0.0829,0.1207,0.0378,0.0866,0.1776,0.091,0.076,0.3234,0.2474,0.0755,0.1737,0.0982,0.0744,0.1352,0.0608,0.0787,0.1044,0.0257,0.0774,0.1513,0.0739,0.1074,0.2284,0.121,0.0942
"8313","s026",7,13,0.0766,0.1792,0.1026,0.0744,0.1161,0.0417,0.0673,0.1286,0.0613,0.0847,0.1763,0.0916,0.0805,0.3134,0.2329,0.0843,0.1809,0.0966,0.0898,0.1234,0.0336,0.0919,0.085,-0.0069,0.0935,0.1225,0.029,0.1029,0.2395,0.1366,0.0892
"8318","s026",7,18,0.076,0.2253,0.1493,0.08,0.1708,0.0908,0.0821,0.1441,0.062,0.0697,0.1423,0.0726,0.0684,0.2867,0.2183,0.0884,0.1771,0.0887,0.0847,0.14,0.0553,0.0808,0.0943,0.0135,0.08,0.1278,0.0478,0.1003,0.2588,0.1585,0.0874
"8319","s026",7,19,0.0652,0.1836,0.1184,0.0737,0.1278,0.0541,0.0797,0.1162,0.0365,0.0834,0.1824,0.099,0.071,0.2922,0.2212,0.0834,0.1637,0.0803,0.0663,0.1194,0.0531,0.0903,0.0956,0.0053,0.0684,0.1399,0.0715,0.0919,0.2272,0.1353,0.0779
